,department,course_title,course_name,credits,area,competency,time
0,A S,AS101A,Heritage and Values,0.5,,,8:00-8:50 T
1,A S,101LA,Leadership Lab,0.0,,,6:00-7:30 AM T
4,A S,AS201A,Team & Leadership Fundamentals,0.5,,,9:00-9:50 W
5,A S,201LA,Leadership Lab,0.0,,,6:00-7:30 AM T
8,A S,AS301A,Leading People and Effective Communication,0.75,,,3:30-5:00 PM TR
9,A S,301LA,Leadership Lab,0.0,,,6:00-7:30 AM T
12,A S,AS401A,"National Security, Leadership Responsibilities, and Commissioning Preparation",0.75,,,8:00-9:30 TR
13,A S,401LA,Leadership Lab,0.0,,,6:00-7:30 AM T
16,AFST,AFST100A,Introduction to Africana Studies: Leadership,1.0,"PPD, SS",,10:00-11:30 TR
18,AFST,AFST240A,Readings in Literatures of the Black Diaspora: Women Writers of the African Diaspora,1.0,"GL, AH",,12:40-2:10 TR
20,AFST,AFST290A,Tps:African American Cinema,1.0,"PPD, AH",W,2:20-3:50 MW
21,AFST,290LA,Film Screening,0.0,,,7:00-9:50 PM T
24,AFST,AFST390A,AdvTps:Women Writers of the African Diaspora,1.0,,,ARR
26,AFST,AFST390B,AdvTps:The Caribbean Business Environment,1.0,,,ARR
28,ANTH,ANTH151A,Human Cultures,1.0,SS,,10:00-11:30 TR
30,ANTH,ANTH151B,Human Cultures,1.0,SS,,12:40-2:10 TR
32,ANTH,ANTH151C,Human Cultures,1.0,SS,,2:20-3:50 MW
34,ANTH,ANTH151PA,Human Cultures,1.0,"PPD, SS",,12:30-1:30 MWF
36,ANTH,ANTH151PB,Human Cultures,1.0,"PPD, SS",,2:20-3:50 TR
38,ANTH,ANTH153A,Human Origins,1.0,SM,,9:10-10:10 MWF
40,ANTH,ANTH197AA,FYS:Understanding Culture Through Play: The Anthropology of Video Games,1.0,,,12:40-2:10 TR
42,ANTH,ANTH253A,Environmental Anthropology,1.0,SS,,2:20-3:50 TR
44,ANTH,ANTH290A,"Persp:The Undead, Monsters and the Paranormal",1.0,SS,W,2:50-3:50 MWF
46,ANTH,ANTH290B,Tps:Environmental Justice,1.0,"PPD, SS",,10:20-11:20 MWF
48,ANTH,ANTH380A,Anth/Reproduct Americas,1.0,"GL, SS",,10:00-11:30 TR
50,ANTH,ANTH383A,Anthropology History & Theory,1.0,,S,10:20-11:20 MWF
52,ANTH,ANTH450A,Ethnographic Methods,1.0,,S,9:10-10:10 MWF
54,ARTD,ARTD120A,Intro to Design Studies,1.0,AH,,8:20-9:50 MW
56,ARTD,ARTD294A,Intermediate Design Studies: Material and Message,1.0,AH,,12:30-3:20 MW
58,ARTD,ARTD394A,Advanced Design Studies: Material and Message,1.0,AH,,12:30-3:20 MW
60,ARTH,ARTH132A,Later Art Histories: After 1400 C.E,1.0,AH,,12:30-1:30 MWF
62,ARTH,ARTH197HA,FYS:Medieval Marvels,1.0,,,9:10-10:10 MWF
64,ARTH,ARTH281A,Histories of Performance Art,1.0,AH,,8:20-9:50 MW
66,ARTH,ARTH290B,Tps:Latin American Early Modern Art,1.0,AH,,2:20-3:50 TR
68,ARTH,ARTH390A,AdvTps:Histories of Photography,1.0,AH,,2:20-3:50 MW
70,ARTS,ARTS152A,Drawing: Learning to See,1.0,AH,,2:20-3:50 MW
72,ARTS,ARTS153A,Intro to Painting,1.0,AH,,8:20-9:50 TR
74,ARTS,ARTS153B,Introduction to Painting,1.0,AH,,2:20-3:50 TR
76,ARTS,ARTS163A,Intro to Photography,1.0,AH,,8:30-11:20 TR
78,ARTS,ARTS170A,Intro to Sculpture,1.0,AH,,12:40-3:30 TR
80,ARTS,ARTS175A,Intro to Ceramics,1.0,AH,,2:20-3:50 MW
82,ARTS,ARTS197SA,FYS:Controversy in Contemporary Art,1.0,,,2:20-3:50 MW
84,ARTS,ARTS198BA,IntroStudio:Painting,1.0,AH,,ARR
86,ARTS,ARTS273A,Sculpture and Sustainability,1.0,AH,,8:30-11:20 TR
88,ARTS,ARTS298EA,IntermedStudio:Landscape Photography,1.0,AH,,12:40-2:10 TR
90,ARTS,ARTS298GA,IntermedStudio:Digital,0.5,AH,,ARR
92,ARTS,ARTS373A,Advanced Sculpture and Sustainability,1.0,AH,,8:30-11:20 TR
94,ARTS,ARTS398CA,AdvStudio:Ceramics,0.5,AH,,ARR
96,ARTS,ARTS398CB,AdvStudio:Ceramics,0.25,AH,,ARR
98,ARTS,ARTS398EA,AdvStudio:Landscape Photography,1.0,AH,,12:40-2:10 TR
100,ARTS,ARTS398GA,AdvStudio:Digital,1.0,AH,,ARR
102,ARTS,ARTS398HA,AdvStudio:Interdiscip,0.5,AH,,ARR
104,ARTS,ARTS491A,Senior Projects I,1.0,,,8:30-11:20 MW
106,ASIA,ASIA290A,"Tps:Cities in Asia, 1500-present",1.0,"GL, SS",,12:40-2:10 TR
108,ASIA,ASIA390A,"Tps:Urban Modernization in Seoul/Keijo, 1850-2020",0.5,,,ARR
110,ASIA,ASIA480A,Asian Studies Senior Seminar,1.0,,S,ARR
112,BIO,BIO101A,"Molecules, Genes & Cells",1.0,SM,,8:00-9:00 MWF
113,BIO,101LA,Laboratory - 1 Period,0.0,,,8:30-11:20 T
116,BIO,BIO101B,"Molecules, Genes & Cells",1.0,SM,,10:20-11:20 MWF
117,BIO,101LB,Laboratory - 1 Period,0.0,,,8:30-11:20 R
120,BIO,BIO101C,"Molecules, Genes & Cells",1.0,SM,,1:40-2:40 MWF
121,BIO,101LC,Laboratory - 1 Period,0.0,,,12:40-3:30 R
124,BIO,BIO102A,"Evolution,Organisms & Ecology",1.0,SM,,9:10-10:10 MWF
125,BIO,102LA,Laboratory - 1 Period,0.0,,,12:40-3:30 T
128,BIO,BIO102B,"Evolution,Organisms & Ecology",1.0,SM,,12:30-1:30 MWF
129,BIO,102LB,Laboratory - 1 Period,0.0,,,12:40-3:30 R
132,BIO,BIO102C,"Evolution,Organisms & Ecology",1.0,SM,,2:50-3:50 MWF
133,BIO,102LC,Laboratory - 1 Period,0.0,,,8:30-11:20 T
136,BIO,BIO190A,Tps:Human Biology,1.0,SM,,10:20-11:20 MWF
137,BIO,190LA,Laboratory - 1 Period,0.0,,,8:30-11:20 R
140,BIO,BIO197A,FYS:You and Your Genome,1.0,,,10:20-11:20 MWF
142,BIO,BIO241A,Intermed Cellular Biol,1.0,,,12:30-1:30 MWF
143,BIO,241LA,Laboratory - 1 Period,0.0,,,12:40-3:30 R
146,BIO,BIO250A,Microbiology,1.0,,,9:10-10:10 MWF
147,BIO,250LA,Laboratory - 1 Period,0.0,,,12:40-3:30 T
150,BIO,BIO250B,Microbiology,1.0,,,1:40-2:40 MWF
151,BIO,250LB,Laboratory - 1 Period,0.0,,,12:40-3:30 R
154,BIO,BIO285A,Biodiversity,1.0,,,10:20-11:20 MWF
155,BIO,285LA,Laboratory - 1 Period,0.0,,,8:30-11:20 R
158,BIO,BIO290A,Tps:Epigenetics,1.0,,W,1:40-2:40 MWF
160,BIO,BIO295A,Practicum for Bio Tutors,0.5,,,ARR
162,BIO,BIO315A,Molecular Biology,1.0,,,12:30-1:30 MWF
163,BIO,315LA,Laboratory - 1 Period,0.0,,,12:40-3:30 R
166,BIO,BIO320A,Genetics,1.0,,,1:40-2:40 MWF
168,BIO,BIO335A,Animal Physiology,1.0,,,9:10-10:10 MWF
169,BIO,335LA,Laboratory - 1 Period,0.0,,,12:40-3:30 T
172,BIO,BIO345A,Conservation Biology,1.0,,,10:20-11:20 MWF
173,BIO,345LA,Laboratory - 1 Period,0.0,,,8:30-11:20 R
176,BIO,BIO450A,Senior Seminar,0.5,,S,7:00-8:50 PM T
178,BIO,BIO450B,Senior Seminar,0.5,,S,7:00-8:50 PM R
180,BIO,BIO490A,Research Problems,0.0,,,ARR
182,BIO,BIO490B,Research Problems,0.0,,,ARR
184,BIO,BIO490C,Research Problems,0.0,,,ARR
186,BIO,BIO490D,Research Problems,0.0,,,ARR
188,BIO,BIO490E,Research Problems,0.0,,,ARR
190,BIO,BIO490F,Research Problems,0.0,,,ARR
192,BIO,BIO490G,Research Problems,0.0,,,ARR
194,BIO,BIO490H,Research Problems,0.0,,,ARR
196,BIO,BIO490J,Research Problems,0.0,,,ARR
198,BIO,BIO490K,Research Problems,0.0,,,ARR
200,BUSA,BUSA110A,Gateway to Business Analytics,1.0,SS,Q,9:10-10:10 MWF
202,BUSA,BUSA110B,Gateway to Business Analytics,1.0,SS,Q,12:30-1:30 MWF
204,BUSA,BUSA110C,Gateway to Business Analytics,1.0,SS,Q,1:40-2:40 MWF
206,BUSA,BUSA210A,Business Analytics II,1.0,SM,Q,12:40-2:10 TR
208,BUSA,BUSA210B,Business Analytics II,1.0,SM,Q,2:20-3:50 TR
210,BUSA,BUSA240A,Principles of Risk Management and Insurance,1.0,SS,,12:40-2:10 TR
212,BUSA,BUSA250A,Inequality via Analytics,1.0,"PPD, SM",,10:20-11:20 MWF
214,BUSA,BUSA285A,Social Media Analytics,1.0,SS,S,10:00-11:30 TR
216,BUSA,BUSA290A,Tps:Data Visualization in Tableau,1.0,,,10:00-11:30 TR
218,BUSA,BUSA290B,Tps:Human Nature and Free Market Capitalism,1.0,,,1:40-2:40 MWF
220,BUSA,BUSA290C,Tps:Ethics and Business,1.0,,,2:20-3:50 TR
222,BUSA,BUSA290D,Tps:AI & Analytics in Business,1.0,,,ARR
224,BUSA,BUSA310A,Business Analytics III,1.0,,,2:50-3:50 MWF
226,CHEM,CHEM120A,Struc/Prop Organic Mol,1.0,SM,,8:00-9:00 MWF
227,CHEM,120LA,Laboratory - 1 Period,0.0,,,8:30-11:20 T
230,CHEM,CHEM120B,Struc/Prop Organic Mol,1.0,SM,,10:20-11:20 MWF
231,CHEM,120LB,Laboratory - 1 Period,0.0,,,8:30-11:20 R
234,CHEM,CHEM120C,Structure and Properties of Organic Molecules,1.0,SM,,12:30-1:30 MWF
235,CHEM,120LC,Laboratory - 1 Period,0.0,,,12:40-3:30 T
238,CHEM,CHEM130A,Struc/Prop Inorg Compds,1.0,SM,,8:00-9:00 MWF
239,CHEM,130LA,Laboratory - 1 Period,0.0,,,8:30-11:20 T
242,CHEM,CHEM130B,Struc/Prop Inorg Compds,1.0,SM,,9:10-10:10 MWF
243,CHEM,130LB,Laboratory - 1 Period,0.0,,,12:40-3:30 T
246,CHEM,CHEM170A,Stoich Calculations,0.25,,,9:10-10:10 WF
248,CHEM,CHEM170B,Stoich Calculations,0.25,,,12:30-1:30 MW
250,CHEM,CHEM240A,Struc/Func Biomolecules,1.0,SM,,1:40-2:40 MWF
251,CHEM,240LA,Laboratory - 1 Period,0.0,,,12:40-3:30 R
254,CHEM,CHEM260A,Therm/Equil/Kinetics,1.0,SM,Q,8:00-9:00 MWF
255,CHEM,260LA,Laboratory - 1 Period,0.0,,,8:30-11:20 T
258,CHEM,CHEM320A,Org Mech & Synthesis,1.0,,,12:30-1:30 MWF
259,CHEM,320LA,Laboratory - 1 Period,0.0,,,12:40-3:30 R
262,CHEM,CHEM343A,Advanced Biochemistry,1.0,,,10:20-11:20 MWF
264,CHEM,CHEM353A,Instrumental Analysis,0.5,,,9:10-10:10 MW
266,CHEM,CHEM395A,Independent Study,0.0,,,ARR
268,CHEM,CHEM395B,Independent Study,0.0,,,ARR
270,CHEM,CHEM395C,Independent Study,0.0,,,ARR
272,CHEM,CHEM395D,Independent Study,0.0,,,ARR
274,CHEM,CHEM395E,Independent Study,0.0,,,ARR
276,CHEM,CHEM395F,Independent Study,0.0,,,ARR
278,CHEM,CHEM395G,Independent Study,0.0,,,ARR
280,CHEM,CHEM405A,Thesis,0.5,,,ARR
282,CHEM,CHEM440A,Biophysical Chemistry,1.0,,,1:40-2:40 MWF
284,CHIN,CHIN161A,Elementary Chinese I,1.0,LA,,9:10-10:10 MWF
286,CHIN,CHIN261A,Intermediate Chinese I,1.0,LA,,10:20-11:20 MWF
288,CHIN,CHIN461A,Advanced Readings and Projects,0.0,LA,,ARR
290,CLST,CLST100A,Greek & Roman Mythology,1.0,AH,,12:30-1:30 MWF
292,CLST,CLST153A,Ancient Greek World,1.0,AH,,1:40-2:40 MWF
294,CLST,CLST161A,Introduction to Mediterranean Archaeology,1.0,SS,,10:00-11:30 TR
296,CLST,CLST300A,Tps:Performing Culture: Ancient Drama & Society,1.0,AH,,12:40-2:10 TR
298,COMM,COMM001EA,Social Media,0.0,,,ARR
300,COMM,COMM101A,Theatre Practicum,0.25,,,ARR
302,COMM,COMM101B,Theatre Practicum,0.25,,,ARR
304,COMM,COMM111A,Acting I,1.0,AH,,10:20-11:20 MWF
306,COMM,COMM111B,Acting I,1.0,AH,,12:40-2:10 TR
308,COMM,COMM118A,"Costume, Lighting, and Scenery Design",1.0,,Q,2:50-3:50 MWF
309,COMM,118LA,Laboratory - 1 Period,0.0,,,12:40-2:10 T
312,COMM,COMM118B,"Costume, Lighting, and Scenery Design",1.0,,Q,2:50-3:50 MWF
313,COMM,118LB,Laboratory - 1 Period,0.0,,,12:40-2:10 R
316,COMM,COMM123A,Public Speaking,1.0,,,9:10-10:10 MWF
318,COMM,COMM123B,Public Speaking,1.0,,,10:20-11:20 MWF
320,COMM,COMM200A,Foundations/Comm Studies,1.0,,,9:10-10:10 MWF
322,COMM,COMM211A,Voice and Movement,1.0,,,12:30-1:30 MWF
324,COMM,COMM215A,"Theatre, Culture and Society",1.0,"PPD, AH",,1:40-2:40 MWF
326,COMM,COMM222A,Argumentation and Debate,1.0,AH,,9:10-10:10 MWF
328,COMM,COMM223A,Public Comm&Controversy,1.0,AH,,1:40-2:40 MWF
330,COMM,COMM225A,Interpersonal Comm,1.0,SS,,10:20-11:20 MWF
332,COMM,COMM233A,"Media, Culture & Society",1.0,,,10:00-11:30 TR
334,COMM,COMM235A,Electronic Journalism,1.0,,W,9:10-10:10 MWF
336,COMM,COMM236A,TV Prod & Televisual Literacy,1.0,,,2:20-3:50 TR
338,COMM,COMM237A,Film and Culture,1.0,"PPD, AH",,12:30-1:30 MWF
340,COMM,COMM291A,Tps:Podcasting: Craft and Culture,1.0,AH,,2:20-3:50 TR
342,COMM,COMM292CA,Theatre Project,1.0,,,ARR
344,COMM,COMM292CB,Theatre Project,0.5,,,ARR
346,COMM,COMM292CC,Theatre Project,0.5,,,ARR
348,COMM,COMM292EA,Media Studies Project,0.25,,,ARR
350,COMM,COMM316A,Stage Directing,1.0,,,2:50-3:50 MWF
352,COMM,COMM322A,Rhetorical Theory & Crit,1.0,,,10:00-11:30 TR
354,COMM,COMM326A,Comm in Organizations,1.0,,S,10:00-11:30 TR
356,COMM,COMM327A,Comm & Cultural Identity,1.0,PPD,,8:20-9:50 TR
358,COMM,COMM334A,Media Criticism,1.0,,,12:40-2:10 TR
360,COMM,COMM401A,Spec.Tps.:Political Communication,1.0,,,2:20-3:50 TR
362,COMM,COMM450A,Sem:Communication Ethics,1.0,,S,10:20-11:20 MWF
364,COMM,COMM450B,Sem:Communication and Representation,1.0,,S,10:00-11:30 TR
366,COMM,COMM491MA,SeniorCapstoneThesis/Prj,1.0,,,ARR
368,CSC,CSC120A,Computer Science for All,1.0,SM,Q,12:30-1:30 MWF
370,CSC,CSC121A,Computer Science I,1.0,SM,Q,12:30-1:30 MWF
371,CSC,121LA,Laboratory - 1 Period,0.0,,,1:40-3:30 R
374,CSC,CSC121B,Computer Science I,1.0,SM,Q,10:20-11:20 MWF
375,CSC,121LB,Laboratory - 1 Period,0.0,,,9:40-11:30 R
378,CSC,CSC121C,Computer Science I,1.0,SM,Q,9:10-10:10 MWF
379,CSC,121LC,Laboratory - 1 Period,0.0,,,1:40-3:30 T
382,CSC,CSC125A,Principles of Software Development,1.0,,,9:10-10:10 MWF
384,CSC,CSC125B,Principles of Software Development,1.0,,,10:20-11:20 MWF
386,CSC,CSC125C,Principles of Software Development,1.0,,,2:20-3:50 TR
388,CSC,CSC231A,Computer Systems,1.0,,,8:20-9:50 TR
390,CSC,CSC231B,Computer Systems,1.0,,,12:40-2:10 TR
392,CSC,CSC240A,Writing/Computer Science,0.5,,,10:20-11:10 MW
394,CSC,CSC240B,Writing/Computer Science,0.5,,,12:30-1:20 MW
396,CSC,CSC296A,Tps:Algorithmic Foundations of Computation,1.0,,,1:40-2:40 MWF
398,CSC,CSC296B,Tps:Algorithmic Foundations of Computation,1.0,,,2:50-3:50 MWF
400,CSC,CSC340A,Web Progr&Cybersecurity,1.0,,,ARR
402,CSC,CSC340B,Web Progr&Cybersecurity,1.0,,,1:40-2:40 MWF
404,CSC,CSC350A,Graphics,1.0,,,8:00-9:00 MWF
406,CSC,CSC370A,Data Mining,1.0,,,10:20-11:20 MWF
408,CSC,CSC370B,Data Mining,1.0,,,12:30-1:30 MWF
410,CSC,CSC424A,Programming Languages,1.0,,,2:20-3:50 TR
412,CSC,CSC440A,Theory of Computation,1.0,,,10:00-11:30 TR
414,CSC,CSC498A,Senior Project,1.0,,S,ARR
416,CSC,CSC498B,Senior Project,1.0,,S,ARR
418,ECON,ECON100A,Intro to Economics,1.0,SS,Q,9:10-10:10 MWF
420,ECON,ECON100B,Intro to Economics,1.0,SS,Q,10:20-11:20 MWF
422,ECON,ECON100C,Intro to Economics,1.0,SS,Q,12:30-1:30 MWF
424,ECON,ECON100D,Intro to Economics,1.0,SS,Q,12:30-1:30 MWF
426,ECON,ECON100E,Intro to Economics,1.0,SS,Q,1:40-2:40 MWF
428,ECON,ECON100F,Intro to Economics,1.0,SS,Q,1:40-2:40 MWF
430,ECON,ECON100G,Intro to Economics,1.0,SS,Q,2:50-3:50 MWF
432,ECON,ECON290AA,Tps:Comparative Health Care Economics,1.0,,,ARR
434,ECON,ECON293B,Foundations of Corporate Finance,1.0,,,12:30-1:30 MWF
436,ECON,ECON293C,Foundations of Corporate Finance,1.0,,,2:20-3:50 TR
438,ECON,ECON294A,Intermed Microeconomics,1.0,SS,Q,8:20-9:50 TR
440,ECON,ECON294B,Intermed Microeconomics,1.0,SS,Q,12:40-2:10 TR
442,ECON,ECON295A,Intermed Macroeconomics,1.0,SS,,9:10-10:10 MWF
444,ECON,ECON295B,Intermed Macroeconomics,1.0,SS,,10:20-11:20 MWF
446,ECON,ECON320A,Development Economics,1.0,,,12:30-1:30 MWF
448,ECON,ECON350A,Introduction to Econometrics,1.0,SM,Q,9:10-10:10 MWF
450,ECON,ECON350B,Introduction to Econometrics,1.0,SM,Q,10:20-11:20 MWF
452,ECON,ECON360A,Investment Analysis and Portfolio Management,1.0,,,10:00-11:30 TR
454,ECON,ECON360B,Investment Analysis and Portfolio Management,1.0,,,12:40-2:10 TR
456,ECON,ECON390AA,Tps:Economics of Corporate Payouts and M&As,1.0,,,ARR
458,ECON,ECON390AB,Tps:Advances in the Economics of Entrepreneurship,1.0,,,ARR
460,ECON,ECON390AC,Tps:The Economics of Welfare,1.0,,,ARR
462,ECON,ECON390BA,"Tps:Nonprofit Finance, Leadership & Social Reponsibility",1.0,,,ARR
464,ECON,ECON410A,Public Finance,1.0,,,10:00-11:30 TR
466,ECON,ECON470A,Money-Banking,1.0,,,10:20-11:20 MWF
468,ECON,ECON480A,Seminar,1.0,,S,12:40-3:30 T
470,ECON,ECON480B,Seminar,1.0,,S,12:30-3:20 W
472,ECON,ECON480C,Seminar,1.0,,S,12:40-3:30 R
474,ECON,ECON485A,Independent Senior Thesis,0.5,,,ARR
476,EDUC,EDUC170A,Foundations of Education,1.0,SS,,9:10-10:10 MWF
478,EDUC,EDUC170B,Foundations of Education,1.0,SS,,10:20-11:20 MWF
480,EDUC,EDUC170C,Foundations of Education,1.0,SS,,2:20-3:50 TR
482,EDUC,EDUC197A,"FYS:Art, Education, and Revolution: Sensation and Struggle",1.0,,,1:40-2:40 MWF
484,EDUC,EDUC222A,Developmental Theories,1.0,SS,Q,10:00-11:30 TR
486,EDUC,EDUC222B,Developmental Theories,1.0,SS,Q,2:20-3:50 TR
488,EDUC,EDUC223A,Deconstructing Difference,1.0,"PPD, SS",,12:30-1:30 MWF
490,EDUC,EDUC275A,Radical Philosophy and Education,1.0,"PPD, AH",,10:20-11:20 MWF
492,EDUC,EDUC390A,Tps:Educational Futures,1.0,,,12:40-2:10 TR
494,EDUC,EDUC411A,Directed Study,1.0,,,ARR
496,EDUC,EDUC411B,Directed Study,0.5,,,ARR
