,department,course_title,course_name,credits,area,competency,time
1152,NEUR,NEUR480B,Neuroscience Capstone,1.0,,,7:00-9:50 PM M
1154,OCS,OCS999A,Off Campus Study,3.5,,,ARR
1156,PACS,PACS100A,Intro Peace & Conflict,1.0,"PPD, SS",,10:00-11:30 TR
1158,PACS,PACS100B,Intro Peace & Conflict,1.0,"PPD, SS",,2:20-3:50 MW
1160,PACS,PACS197A,FYS:Mexico City,1.0,,,7:00-8:30 PM TR
1162,PACS,PACS290A,Tps:Introduction to Urban Studies,1.0,SS,W,2:20-3:50 TR
1164,PACS,PACS290B,Tps:God at War and Peace,1.0,SS,,8:20-9:50 MW
1166,PACS,PACS430A,Senior Seminar,1.0,,,ARR
1168,PHIL,PHIL101A,Intro to Philosophy: Big Questions,1.0,AH,,2:50-3:50 MWF
1170,PHIL,PHIL101B,Intro to Philosophy: Big Questions,1.0,AH,,10:20-11:20 MWF
1172,PHIL,PHIL101C,"Intro to Philosophy: Get it, Girl",1.0,AH,,9:10-10:10 MWF
1174,PHIL,PHIL101D,Intro to Philosophy: Big Questions in Practical Philosophy,1.0,AH,,10:00-11:30 TR
1176,PHIL,PHIL197A,FYS:Philosophy and Climate Change,1.0,,,8:00-9:00 MWF
1178,PHIL,PHIL209A,Tps:Ethics Bowl,1.0,,,2:50-3:50 MWF
1179,PHIL,209LA,Mock Competition,0.0,,,7:00-9:50 PM T
1182,PHIL,PHIL209B,Tps:Human Nature and Free Market Capitalism,1.0,,,1:40-2:40 MWF
1184,PHIL,PHIL230A,Ethical Theory,1.0,AH,,12:30-1:30 MWF
1186,PHIL,PHIL230B,Ethical Theory,1.0,AH,,12:40-2:10 TR
1188,PHIL,PHIL232A,Environmental Ethics,1.0,AH,,10:20-11:20 MWF
1190,PHIL,PHIL233A,Ethics & Business,1.0,,,2:20-3:50 TR
1192,PHIL,PHIL251A,Logic,1.0,SM,Q,1:40-2:40 MWF
1194,PHIL,PHIL251B,Logic,1.0,SM,Q,2:50-3:50 MWF
1196,PHIL,PHIL352A,Epistemology,1.0,,,10:00-11:30 TR
1198,PHIL,PHIL363A,Philosophy of Religion,1.0,,,2:20-3:50 TR
1200,PHIL,PHIL469A,Philosophical Problems: Epistemology,1.0,,,10:00-11:30 TR
1202,PHIL,PHIL469B,Philosophical Problems: Philosophy of Religion,1.0,,,2:20-3:50 TR
1204,PHIL,PHIL470A,Independent Study: Ethics Bowl,0.0,,,ARR
1206,PHIL,PHIL470B,Independent Study: Modern Philosophy,1.0,,,ARR
1208,PHIL,PHIL470C,"Independent Study:C.S. Lewis, Kierkegaard & Nietzsche",1.0,,,ARR
1210,PHIL,PHIL470D,Independent Study:Advanced Logic,1.0,,,ARR
1212,PHIL,PHIL470E,Independent Study: Philosophy of Authentic Leadership,0.25,,,ARR
1214,PHIL,PHIL470F,Independent Study:Advanced Logic,0.5,,,ARR
1216,PHYS,PHYS120A,Principles of Physics I,1.0,SM,Q,9:10-10:10 MWF
1217,PHYS,120LA,Laboratory - 1 Period,0.0,,,12:40-3:30 T
1220,PHYS,PHYS120B,Principles of Physics I,1.0,SM,Q,2:50-3:50 MWF
1221,PHYS,120LB,Laboratory - 1 Period,0.0,,,8:30-11:20 T
1224,PHYS,PHYS130A,Principles of Physics II,1.0,SM,Q,9:10-10:10 MWF
1225,PHYS,130LA,Laboratory - 1 Period,0.0,,,12:40-3:30 T
1228,PHYS,PHYS203A,Cosmology,1.0,SM,W,2:50-3:50 MWF
1230,PHYS,PHYS210A,"EMWaves,Relativity&Therm",1.0,,W,9:10-10:10 MWF
1232,PHYS,PHYS280A,Experimental Methods,0.5,,,12:40-3:30 R
1234,PHYS,PHYS360A,Gravitation & Cosmology,1.0,,,12:30-1:30 MWF
1236,PHYS,PHYS420A,Classical Mechanics,1.0,,,8:00-9:00 MWF
1238,POLS,POLS110A,American Government,1.0,"PPD, SS",,10:00-11:30 TR
1240,POLS,POLS110B,American Government,1.0,"PPD, SS",,12:40-2:10 TR
1242,POLS,POLS110C,American Government,1.0,"PPD, SS",,8:00-9:00 MWF
1244,POLS,POLS110D,American Government,1.0,"PPD, SS",,2:50-3:50 MWF
1246,POLS,POLS130A,Political Theory,1.0,SS,,12:40-2:10 TR
1248,POLS,POLS150A,Comparative Pols & Govt,1.0,"GL, SS",,10:00-11:30 TR
1250,POLS,POLS170A,International Politics,1.0,SS,,2:20-3:50 MW
1252,POLS,POLS253A,China & India/21st Cent.,1.0,"GL, SS",,2:20-3:50 TR
1254,POLS,POLS318A,Research Design and Writing in Political Science,1.0,,,12:30-3:20 W
1256,POLS,POLS335A,Muslim Political Thought,1.0,GL,S,2:20-3:50 TR
1258,POLS,POLS390A,"Tps:Power of Pop: How Pop-Culture matters in Politics, Economics and Society",1.0,SS,,7:00-8:30 PM MW
1260,POLS,POLS390B,"Tps:Campaigns, Elections, and Political Parties",1.0,SS,,10:20-11:20 MWF
1262,POLS,POLS450A,Sem:Politics of Memory,1.0,,S,12:30-3:20 M
1264,PSY,PSY100A,Introductory Psychology,1.0,SM,,12:30-1:30 MWF
1266,PSY,PSY100B,Introductory Psychology,1.0,SM,,2:50-3:50 MWF
1268,PSY,PSY100C,Introductory Psychology,1.0,SM,,8:20-9:50 TR
1270,PSY,PSY100D,Introductory Psychology,1.0,SM,,9:10-10:10 MWF
1272,PSY,PSY100E,Introductory Psychology,1.0,SM,,10:20-11:20 MWF
1274,PSY,PSY100F,Introductory Psychology,1.0,SM,,12:30-1:30 MWF
1276,PSY,PSY214A,Statistics/Behavioral Sciences,1.0,,Q,12:40-2:10 TR
1278,PSY,PSY214B,Statistics/Behavioral Sciences,1.0,,Q,2:20-3:50 TR
1280,PSY,PSY215A,Research Methods,1.0,,,10:00-11:30 TR
1281,PSY,215LA,Laboratory - 1 Period,0.0,,,7:00-9:50 PM T
1284,PSY,PSY232A,Abnormal Psychology,1.0,,,10:00-11:30 TR
1286,PSY,PSY254A,Consumer Psychology,1.0,,,10:20-11:20 MWF
1288,PSY,PSY260A,Social Psychology,1.0,PPD,,12:40-2:10 TR
1290,PSY,PSY300A,Neuroscience & Behavior,1.0,,,12:40-2:10 TR
1292,PSY,PSY346A,Tps:Psychology of Gender,1.0,,,10:20-11:20 MWF
1294,PSY,PSY350A,Evolutionary Psychology,1.0,,S,2:20-3:50 MW
1296,PSY,PSY361A,Psychology/Personality w/lab,1.0,,,2:20-3:50 TR
1297,PSY,361LA,Laboratory - 1 Period,0.0,,,7:00-9:50 PM R
1300,PSY,PSY375A,Directed Research,0.0,,,ARR
1302,PSY,PSY375B,Directed Research,0.0,,,ARR
1304,PSY,PSY375C,Directed Research,0.0,,,ARR
1306,PSY,PSY493A,Senior Thesis,1.0,,,8:20-9:50 TR
1308,PSY,PSY493B,Senior Thesis,1.0,,,7:00-9:50 PM M
1310,PSY,PSY495A,Empirical Senior Thesis I,1.0,,,8:20-9:50 TR
1312,PSY,PSY495B,Empirical Senior Thesis I,1.0,,,7:00-9:50 PM M
1314,REL,REL130A,Intro to Religions,1.0,"GL, AH",,12:40-2:10 TR
1316,REL,REL130B,Intro to Religions,1.0,"GL, AH",,10:20-11:20 MWF
1318,REL,REL130C,Intro to Religions,1.0,"GL, AH",,9:10-10:10 MWF
1320,REL,REL130D,Intro to Religions,1.0,"GL, AH",,1:40-2:40 MWF
1322,REL,REL190A,Tps:Introduction to the Bible,1.0,"GL, AH",,10:20-11:20 MWF
1324,REL,REL197B,"FYS:Bob Marley Through Different Mirrors: Music, Popular Religion & Expressive Culture",1.0,,,1:40-2:40 MWF
1326,REL,REL197C,FYS:9/11 and the War on Terror,1.0,,,12:40-2:10 TR
1328,REL,REL257A,Hinduism,1.0,"GL, AH",,2:20-3:50 TR
1330,REL,REL275A,Religion and Film,1.0,AH,,7:00-9:50 PM W
1332,REL,REL479A,Seminar in Religion,1.0,,,ARR
1334,REL,REL491A,Ind Study:Islamophobia on the Rise?,0.25,,,ARR
1336,SOC,SOC100A,Contemporary Society,1.0,SS,,12:30-1:30 MWF
1338,SOC,SOC100B,Contemporary Society,1.0,SS,,10:20-11:20 MWF
1340,SOC,SOC100PA,Contemporary Society,1.0,"PPD, SS",,8:20-9:50 TR
1342,SOC,SOC100PB,Contemporary Society,1.0,"PPD, SS",,10:00-11:30 TR
1344,SOC,SOC100PC,Contemporary Society,1.0,"PPD, SS",,12:40-2:10 TR
1346,SOC,SOC197SA,"FYS:Harm Reduction: HIV/AIDS, Hepatitis C Virus (HCV) and the Opioid Epidemic",1.0,,,9:10-10:10 MWF
1348,SOC,SOC201A,Persp:Sociology of Migration,1.0,"PPD, SS",,10:00-11:30 TR
1350,SOC,SOC210A,Gender and Society,1.0,"PPD, SS",,8:20-9:50 TR
1352,SOC,SOC237A,Racial/Ethnic Relations,1.0,"PPD, SS",,12:40-2:10 TR
1354,SOC,SOC301A,Tps:Sociology of Education,1.0,PPD,,2:20-3:50 TR
1356,SOC,SOC301B,Tps:Sociology of Art,1.0,SS,,1:40-2:40 MWF
1358,SOC,SOC303A,Social Theory,1.0,,,10:20-11:20 MWF
1360,SOC,SOC401A,Methods of Soc Research,1.0,,Q,12:30-1:30 MWF
1362,UNIV,UNIV135A,Acad Excellence Seminar,0.5,,,8:00-8:50 TR
1364,UNIV,UNIV180A,Sci Research Professional Devl,0.25,,,12:30-1:30 MW
1366,UNIV,UNIV180B,Science Research Professional Development I,0.25,,,9:10-10:00 MW
1368,UNIV,UNIV185NA,Ind Project:Visual Basic for Applications,0.0,,,ARR
1370,UNIV,UNIV190A,Tps:Introduction to Human Rights,1.0,,,10:00-11:30 TR
1372,UNIV,UNIV190B,Tps:Exploring the Rigoberta Menchu Controversy,0.5,,,ARR
1374,UNIV,UNIV197A,FYS:Seduced by a Machine,1.0,,,1:40-2:40 MWF
1376,UNIV,UNIV197B,FYS:Bold Conversations in an Age of Polarization,1.0,,,10:00-11:30 TR
1378,UNIV,UNIV197C,FYS:Creating Community and Building Belonging,1.0,,,8:00-9:00 MWF
1380,UNIV,UNIV197D,FYS:Wild Style: Hip Hop Aesthetics,1.0,,,10:00-11:30 TR
1382,UNIV,UNIV298A,Internship Readings,1.0,,,ARR
1384,UNIV,UNIV298B,Internship Readings,1.0,,,ARR
1386,UNIV,UNIV298D,Internship Readings,1.0,,,ARR
1388,UNIV,UNIV298E,Internship Readings,1.0,,,ARR
1390,UNIV,UNIV299A,Indpnt.Designed Intrnshp,2.0,,,ARR
1392,UNIV,UNIV299B,Independently Designed Internship,2.0,,,ARR
1394,UNIV,UNIV299C,Independently Designed Internship,2.0,,,ARR
1396,UNIV,UNIV299D,Independently Designed Internship,2.0,,,ARR
1398,UNIV,UNIV299E,Independently Designed Internship,2.0,,,ARR
1400,UNIV,UNIV300A,Prac Oral Comm Cons,0.5,,,ARR
1402,UNIV,UNIV301A,Prac Wrtg Consultants,0.5,,,ARR
1404,UNIV,UNIV315A,Subject Tutor Training,0.5,,,ARR
1406,UNIV,UNIV316A,InclusiveExcellencePract,0.25,,,7:00-8:30 PM W
1408,UNIV,UNIV325A,Science Fellowship Application Workshop,0.25,,,ARR
1410,UNIV,UNIV350A,Ind St:Advancing Abstractive Text Summarization through Advanced NLP Techniques,0.5,,,ARR
1412,UNIV,UNIV350B,Ind St:From 3D Digital Models to Physical Prints,0.5,,,ARR
1414,UNIV,UNIV350C,Ind St:Social Media Marketing,0.5,,,ARR
1416,UNIV,UNIV350D,Ind St:Stage Setting and Asset Construction,0.5,,,ARR
1418,UNIV,UNIV350E,Ind St:Sports Newswriting for Publications,0.5,,,ARR
1420,UNIV,UNIV350F,Ind St:Data Analytics,1.0,,,ARR
1422,UNIV,UNIV380A,Science Research Professional Development II,0.25,,,7:00-8:30 PM W
1424,UNIV,UNIV380C,Science Research Professional Development II,0.25,,,ARR
1426,UNIV,UNIV495A,Independent Interdisciplinary Senior Project: Applied Business Analytics,1.0,,,ARR
1428,UNIV EXPA,UNIVEXPA,EXP:Independent Internship,0.0,,,ARR
1430,UNIV EXPB,UNIVEXPB,EXP:Nonprofit Leadership,1.0,,,12:40-2:10 TR
1432,UNIV EXPC,UNIVEXPC,EXP:Black and Gold Student Success Initiative (BGSSI) Strategies for Successful First-Year Scholars,0.5,,,8:00-8:50 TR
1434,WGSS,WGSS140A,Introduction to WGSS,1.0,"PPD, SS",,9:10-10:10 MWF
1436,WGSS,WGSS140B,Introduction to WGSS,1.0,"PPD, SS",,12:40-2:10 TR
1438,WGSS,WGSS197A,FYS:Build a Better World: Social Justice Praxis in America,1.0,,,12:40-2:10 TR
1440,WGSS,WGSS260A,Women of Color in the US,1.0,PPD,W,10:00-11:30 TR
1442,WGSS,WGSS280A,Gender & Climate Justice,1.0,"PPD, SS",,2:20-3:50 MW
1444,WGSS,WGSS290A,Tps:Rage against the Machine: Radical Thinking in Contemporary France,1.0,"GL, AH",W,2:20-3:50 MW
1446,WGSS,WGSS290B,Tps:Women & Literature: US Women's Autobiography,1.0,AH,,2:20-3:50 TR
1448,WGSS,WGSS290C,Tps:Women Writers of the African Diaspora,1.0,"GL, AH",,12:40-2:10 TR
1450,WGSS,WGSS350A,Feminist Inquiry,1.0,"PPD, SS",S,10:00-11:30 TR
1452,WGSS,WGSS370A,Tps:The Romantic Period: Empire & Sexuality,1.0,"GL, AH",,12:30-1:30 MWF
1454,WGSS,WGSS440A,Senior Thesis/Capstone,1.0,,,ARR
1456,WLIT,WLIT105A,Intro to World Lit,1.0,"GL, AH",,12:30-1:30 MWF
1458,WLIT,WLIT215A,Tps:Medieval Tabloid,1.0,"GL, AH",W,12:40-2:10 TR
1460,WLIT,WLIT215B,Tps:French Literature as World Literature (Taught in English),1.0,"GL, AH",W,9:10-10:10 MWF
1462,WLIT,WLIT215C,Tps:Rage Against the Machine: Radical Thought in Contemporary France,1.0,"GL, AH",W,2:20-3:50 MW
1464,WLIT,WLIT315A,AdvTps:The Romantic Period: Empire & Sexuality,1.0,"GL, AH",,12:30-1:30 MWF
